CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;
EU27.1.0.0.0.OKND;European Union;01 Net capital stock at constant prices, total economy;Net capital stock at 2020 prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27765.53;28291.69;28840.99;29464.14;30150.53;30886.09;31584.20;32197.93;32794.80;33418.11;34076.47;34842.18;35713.63;36522.75;36972.96;37385.38;37826.84;38171.05;38439.06;38734.51;39099.39;39498.04;39957.60;40469.19;41124.53;41560.02;42070.53;42601.88;43156.26;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
EU15.1.0.0.0.OKND;European Union (15 countries);01 Net capital stock at constant prices, total economy;Net capital stock at 2020 prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27886.56;28560.68;29087.58;29627.10;30186.36;30760.19;31343.36;32004.79;32729.04;33506.93;34243.20;34896.07;35527.88;36180.75;36859.65;37630.90;38477.78;39227.51;39618.75;39997.39;40388.81;40690.99;40932.62;41211.05;41563.42;41982.34;42459.48;42963.07;43595.31;43974.96;44452.01;44961.30;45449.18;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                              
EA19.1.0.0.0.OKND;Euro area (19 countries);01 Net capital stock at constant prices, total economy;Net capital stock at 2020 prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24909.72;25390.05;25885.56;26447.42;27072.32;27738.88;28373.19;28931.09;29470.21;30025.13;30602.08;31259.85;31987.78;32644.68;33000.60;33331.98;33680.87;33938.56;34126.69;34326.09;34578.11;34875.33;35222.57;35605.92;36120.41;36430.89;36802.69;37189.84;37581.71;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
EA20.1.0.0.0.OKND;Euro area;01 Net capital stock at constant prices, total economy;Net capital stock at 2020 prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24974.32;25455.34;25952.66;26516.29;27142.88;27810.64;28445.68;29005.42;29547.74;30105.70;30686.94;31349.46;32082.48;32745.32;33104.58;33437.44;33787.52;34046.17;34235.42;34435.69;34688.91;34987.61;35336.38;35721.72;36238.99;36551.29;36925.18;37315.56;37712.23;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
EA12.1.0.0.0.OKND;Euro area (12 countries);01 Net capital stock at constant prices, total economy;Net capital stock at 2020 prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22661.36;23255.60;23716.60;24182.34;24661.21;25137.35;25625.30;26176.41;26792.80;27451.90;28076.12;28623.61;29151.72;29693.27;30252.28;30887.44;31587.01;32218.23;32566.53;32891.88;33230.90;33481.14;33662.51;33855.23;34096.78;34385.31;34721.28;35090.53;35589.49;35887.25;36243.07;36613.66;36984.70;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DU15.1.0.0.0.OKND;EU15 (including D_W West-Germany);01 Net capital stock at constant prices, total economy;Net capital stock at 2020 prices: total economy ;Mrd ECU/EUR, Standard aggregation;9874.61;10254.43;10654.61;11060.33;11528.11;12015.81;12518.24;13028.03;13581.72;14190.74;14851.58;15532.80;16237.67;16978.69;17654.79;18223.92;18784.36;19339.27;19899.17;20491.31;21085.10;21593.82;22050.12;22485.90;22917.48;23363.70;23837.96;24363.48;24988.76;25698.01;26433.88;27113.05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DA12.1.0.0.0.OKND;EA12 (including D_W West-Germany);01 Net capital stock at constant prices, total economy;Net capital stock at 2020 prices: total economy ;Mrd ECU/EUR, Standard aggregation;7319.54;7643.53;7988.18;8335.71;8727.38;9135.71;9559.29;9981.24;10434.52;10942.92;11493.43;12063.57;12655.67;13280.96;13860.83;14357.81;14850.43;15343.13;15835.73;16349.99;16881.52;17349.85;17760.57;18143.40;18504.22;18868.52;19257.75;19675.56;20167.10;20718.51;21311.27;21887.85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
BEL.1.0.0.0.OKND;Belgium;01 Net capital stock at constant prices, total economy;Net capital stock at 2020 prices: total economy ;Mrd EURO-BEF;318.430;327.104;337.079;346.338;358.926;372.253;386.998;402.135;415.574;429.692;445.968;461.404;476.141;493.304;512.537;531.663;551.972;570.668;589.550;606.751;627.065;638.310;647.208;652.949;659.281;667.069;675.577;685.832;703.048;725.810;752.527;774.555;795.782;813.915;831.086;848.545;864.587;883.203;901.486;920.465;941.043;960.481;974.167;985.427;1001.458;1019.866;1037.716;1059.858;1081.720;1098.432;1113.424;1131.979;1149.719;1164.238;1183.089;1203.673;1227.071;1249.740;1273.791;1300.729;1319.547;1341.736;1364.985;1390.601;1416.152;1440.462;1464.595                                                                                                                                                                                                                                                                                                                                          
BGR.1.0.0.0.OKND;Bulgaria;01 Net capital stock at constant prices, total economy;Net capital stock at 2020 prices: total economy ;Mrd BGN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;147.9083;147.0024;148.8347;150.9069;153.1418;155.1945;158.8133;162.2504;165.8515;170.8741;179.6218;190.4443;203.4253;222.5257;234.8351;241.2565;247.4133;254.2823;261.3910;267.6276;274.3448;278.9249;283.6699;289.4065;295.6060;301.5511;305.9763;313.5618;323.0649;331.8310;340.6606;349.9343                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
CZE.1.0.0.0.OKND;Czechia;01 Net capital stock at constant prices, total economy;Net capital stock at 2020 prices: total economy ;Mrd CZK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10051.61;10395.82;10655.83;10881.48;11073.74;11297.34;11546.30;11778.48;12004.61;12248.99;12532.70;12839.00;13245.99;13618.60;13852.42;14071.99;14280.68;14447.65;14583.98;14738.34;14973.97;15149.57;15330.62;15591.14;15917.29;16112.01;16344.55;16669.34;17006.35;17295.09;17569.60;17875.89                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
