CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;
EU27.1.0.319.0.UBLGAP;European Union;01 Based on potential GDP (ESA 2010);Cyclically adjusted net lending (+) or net borrowing (-) of general government :- Adjustment based on potential GDP Excessive deficit procedure ;(Percentage of potential GDP at current prices) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.9853;-3.2520;-3.0070;-2.8917;-2.5677;-2.4146;-2.1325;-3.0163;-4.1536;-4.8150;-3.4345;-2.3101;-1.2743;-0.9994;-0.9230;-0.7757;-0.9841;-0.7732;-1.0488;-3.5317;-4.0850;-3.7496;-3.4384;-2.9704;-3.0351;-3.2183                                                                                                                                                                                                                                                                                                                                                                                                                                                
EU15.1.0.319.0.UBLGAP;European Union (15 countries);01 Based on potential GDP (ESA 2010);Cyclically adjusted net lending (+) or net borrowing (-) of general government :- Adjustment based on potential GDP Excessive deficit procedure ;(Percentage of potential GDP at current prices) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-6.2862;-3.3893;-2.5107;-2.0211;-1.4196;-1.8004;-2.5430;-3.0417;-3.1015;-3.0233;-2.7047;-2.5158;-2.3363;-3.2503;-4.4772;-5.1339;-3.6567;-2.9272;-1.6653;-1.6307;-1.5698;-1.1961;-1.3169;-1.0464;-1.3242;-4.0634;-4.4646;-3.9327;-3.7642;-3.2480;-3.1523;-3.1603                                                                                                                                                                                                                                                                                                                                                                                                   
EA19.1.0.319.0.UBLGAP;Euro area (19 countries);01 Based on potential GDP (ESA 2010);Cyclically adjusted net lending (+) or net borrowing (-) of general government :- Adjustment based on potential GDP Excessive deficit procedure ;(Percentage of potential GDP at current prices) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.5293;-2.3521;-1.8406;-2.4862;-3.1450;-3.3117;-3.0602;-3.0303;-2.7923;-2.4994;-2.2670;-3.1532;-4.2658;-5.0647;-3.5420;-2.3801;-1.3186;-1.0124;-0.9292;-0.8406;-1.1115;-0.7982;-1.1124;-3.6034;-4.4771;-4.0697;-3.6151;-2.9596;-2.9526;-3.1556                                                                                                                                                                                                                                                                                                                                                                                                                  
EA20.1.0.319.0.UBLGAP;Euro area;01 Based on potential GDP (ESA 2010);Cyclically adjusted net lending (+) or net borrowing (-) of general government :- Adjustment based on potential GDP Excessive deficit procedure ;(Percentage of potential GDP at current prices) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3.1452;-3.3154;-3.0683;-3.0451;-2.7988;-2.5062;-2.2814;-3.1644;-4.2770;-5.0676;-3.5560;-2.3855;-1.3284;-1.0203;-0.9334;-0.8391;-1.1060;-0.7987;-1.1112;-3.6033;-4.4682;-4.0566;-3.6061;-2.9618;-2.9546;-3.1539                                                                                                                                                                                                                                                                                                                                                                                                                                                     
EA12.1.0.319.0.UBLGAP;Euro area (12 countries);01 Based on potential GDP (ESA 2010);Cyclically adjusted net lending (+) or net borrowing (-) of general government :- Adjustment based on potential GDP Excessive deficit procedure ;(Percentage of potential GDP at current prices) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-6.6332;-3.4847;-2.5033;-2.3344;-1.8142;-2.4534;-3.1365;-3.3080;-3.0680;-3.0426;-2.7981;-2.4856;-2.2371;-3.1190;-4.2493;-5.0730;-3.5425;-2.3622;-1.2937;-0.9944;-0.9238;-0.8417;-1.1256;-0.7802;-1.1113;-3.5750;-4.4709;-4.1169;-3.6354;-2.9847;-2.9731;-3.1740                                                                                                                                                                                                                                                                                                                                                                                                        
BEL.1.0.319.0.UBLGAP;Belgium;01 Based on potential GDP (ESA 2010);Cyclically adjusted net lending (+) or net borrowing (-) of general government :- Adjustment based on potential GDP Excessive deficit procedure ;(Percentage of potential GDP at current prices) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-4.1267;-3.2194;-2.2613;-0.9318;-1.2232;-1.3498;-0.1789;-0.0954;-1.2557;-0.4590;-3.0701;-0.4839;-1.6912;-2.0405;-4.4154;-3.8885;-4.4576;-3.8563;-2.3595;-2.8417;-2.3262;-2.1856;-0.6229;-1.1417;-2.6102;-5.7604;-4.7638;-4.3842;-4.3486;-4.3709;-4.8857;-4.7392                                                                                                                                                                                                                                                                                                                                                                                                                          
BGR.1.0.319.0.UBLGAP;Bulgaria;01 Based on potential GDP (ESA 2010);Cyclically adjusted net lending (+) or net borrowing (-) of general government :- Adjustment based on potential GDP Excessive deficit procedure ;(Percentage of potential GDP at current prices) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-7.8170;-12.2871;2.0105;0.7940;2.3967;1.7102;1.9133;-0.6500;0.0556;1.7150;1.3236;2.0766;-0.9377;0.1945;-3.9638;-3.4772;-1.9170;-1.0340;-0.5518;-4.8701;-1.5188;0.5037;1.7194;1.7975;1.8341;-2.5322;-4.0822;-3.5399;-2.3401;-3.2363;-2.7670;-2.6555                                                                                                                                                                                                                                                                                                                                                                                                                                      
CZE.1.0.319.0.UBLGAP;Czechia;01 Based on potential GDP (ESA 2010);Cyclically adjusted net lending (+) or net borrowing (-) of general government :- Adjustment based on potential GDP Excessive deficit procedure ;(Percentage of potential GDP at current prices) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.8350;-3.2034;-2.1272;-3.3772;-5.8868;-6.1592;-6.7621;-2.6713;-4.1399;-4.1748;-3.1248;-4.0107;-4.6230;-3.6422;-2.3540;-2.8646;0.1698;-0.8947;-0.4661;0.7459;0.5444;-0.1186;-1.0483;-4.1232;-4.6662;-3.3461;-3.2166;-1.5555;-1.8691;-2.0336                                                                                                                                                                                                                                                                                                                                                                                                                                       
DNK.1.0.319.0.UBLGAP;Denmark;01 Based on potential GDP (ESA 2010);Cyclically adjusted net lending (+) or net borrowing (-) of general government :- Adjustment based on potential GDP Excessive deficit procedure ;(Percentage of potential GDP at current prices) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3.5820;-2.8483;-2.1085;-1.0788;-0.1016;-0.1603;-0.2200;-0.4180;-0.0104;1.2196;3.6317;2.5314;3.0239;2.4061;-0.2745;-0.5084;-0.0744;-1.0814;0.8755;3.1573;0.5109;1.0676;1.8722;1.1492;4.8043;3.1266;4.2997;4.4419;4.4250;4.9788;1.2783;0.3983                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEU.1.0.319.0.UBLGAP;Germany;01 Based on potential GDP (ESA 2010);Cyclically adjusted net lending (+) or net borrowing (-) of general government :- Adjustment based on potential GDP Excessive deficit procedure ;(Percentage of potential GDP at current prices) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-5.1667;-3.9679;-2.6651;-2.3460;-9.1789;-3.1491;-2.7555;-2.6815;-2.1502;-2.6008;-4.0488;-4.2057;-3.0709;-2.6415;-2.4180;-1.9867;-0.8102;-1.0214;-0.7009;-3.6711;-1.5097;-0.1628;0.5929;0.9192;1.1261;0.9786;0.5071;1.1803;0.6511;-2.6528;-2.9440;-2.2912;-2.1346;-2.0702;-1.8437;-2.3927                                                                                                                                                                                                                                                                                                                                                                                                             
